candidate_rank,GENE,CHR,START,STOP,NSNPS,NPARAM,N,magma_z,P_MULTI,P_SNPWISE_MEAN,P_SNPWISE_TOP1,magma_p,magma_fdr,magma_bonf,magma_rank,gwas_min_p,gwas_n_snps,gwas_rank,n_top_pathways,mean_pathway_mlog10p,pathways,pathway_names,best_pathway_id,best_pathway_name,best_pathway_p,pathway_rank,hit_gwas,hit_magma,hit_pathway,support_layers,gwas_rank_score,magma_rank_score,pathway_rank_score,multi_pathway_bonus,score
76,SORBI_3008G001500,8,120406,174076,266,32,331,4.7944,8.1596e-7,0.20592,4.7333e-9,8.1596e-7,2.4925740252252e-4,0.02766757168,111,1.779451e-11,266,50,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.83133217014925,2.48497919569861,0,0,5.31631136584787
77,SORBI_3003G189700,3,50968448,51024698,522,56,328,4.8353,6.6489e-7,0.078637,1.749e-9,6.6489e-7,2.18155595e-4,0.02254509012,103,2.195067e-11,522,55,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.78993948499103,2.5174649497801,0,0,5.30740443477113
78,SORBI_3008G001700,8,127798,182364,344,52,329,4.8055,7.7174e-7,0.18697,6.1213e-9,7.7174e-7,2.3881712654545e-4,0.02616815992,109,1.779451e-11,344,52,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.81429883085047,2.49287567654465,0,0,5.30717450739512
79,SORBI_3001G205200,1,18741454,18801916,665,67,329,5.1559,1.2618e-7,0.055828,6.5075e-10,1.2618e-7,8.22790661538462e-5,0.00427851144,52,1.02055e-10,665,110,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.48890948932705,2.81429883085047,0,0,5.30320832017752
80,SORBI_3004G132400,4,19796210,19848493,1057,59,330,4.6472,1.6821e-6,0.58848,2.5247e-9,1.6821e-6,3.7180668903225e-4,0.0570366468,153,1.426403e-11,1057,40,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.92824218315731,2.34561074366767,0,0,5.27385292682498
81,SORBI_3003G169200,3,28829939,28880829,618,76,326,4.333,7.3547e-6,0.052612,2.6127e-7,7.3547e-6,9.270749724907e-4,0.2493831676,269,6.043731e-10,618,174,1,5.67886442983057,PWY-7388,"octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)",PWY-7388,"octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)",2.09476625991275e-6,11,TRUE,TRUE,TRUE,3,2.28975292620267,2.10054989448286,1.57033062284912,0.301029995663981,5.26577713080929
82,SORBI_3006G047100,6,32501787,32554908,761,55,330,5.3575,4.2181e-8,0.0050359,1.2407e-9,4.2181e-8,4.33416166060606e-5,0.001430273348,33,7.668959e-10,761,194,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.24250044455505,3.01178823460738,0,0,5.25428867916243
83,SORBI_3006G072900,6,43502820,43557572,204,46,328,4.8612,5.8324e-7,0.014959,8.9498e-9,5.8324e-7,2.0857703115789e-4,0.01977650192,94,4.387137e-11,204,69,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.69145308374802,2.55717432088557,0,0,5.24862740463359
84,SORBI_3007G126400,7,53892095,53946739,935,60,330,5.2072,9.5862e-8,0.045595,4.3674e-10,9.5862e-8,6.91593339574468e-5,0.003250488696,47,1.952695e-10,935,140,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.38417413880703,2.85820431654955,0,0,5.24237845535659
85,SORBI_3004G014700,4,1164463,1215764,846,39,329,4.938,3.9454e-7,0.01194,8.1629e-9,3.9454e-7,1.5926264666666e-4,0.01337806232,84,4.801701e-11,846,79,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.63267508319483,2.60602288842339,0,0,5.23869797161822
86,SORBI_3004G014100,4,1127157,1180708,955,45,329,4.8528,6.0858e-7,0.0024272,4.5808e-8,6.0858e-7,2.1273949113402e-4,0.02063573064,97,4.801701e-11,955,73,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.66697931436482,2.54353044021903,0,0,5.21050975458384
87,SORBI_3003G084300,3,7213221,7266330,702,33,330,4.5246,3.0262e-6,0.048122,7.0874e-9,3.0262e-6,5.1337724179104e-4,0.1026123896,197,1.00674e-11,702,36,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.97399967371798,2.23583594832368,0,0,5.20983562204166
88,SORBI_3008G028400,8,2498004,2551484,1339,66,328,4.4714,3.8853e-6,0.16423,1.805e-8,3.8853e-6,5.881372875e-4,0.1317427524,224,8.115015e-10,1339,197,1,5.39021771982617,PWY-3781,aerobic respiration I (cytochrome c),PWY-3781,aerobic respiration I (cytochrome c),4.07176101747267e-6,17,TRUE,TRUE,TRUE,3,2.23583594832368,2.18005415615111,1.38127438662907,0.301029995663981,5.19683629648852
89,SORBI_3004G347800,4,67679489,67734280,517,32,330,5.1054,1.6506e-7,0.0011516,3.0473e-8,1.6506e-7,9.91005915789474e-5,0.00559685448,56,1.771714e-10,517,131,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.41303087882951,2.78211414747907,0,0,5.19514502630858
90,SORBI_3004G271400,4,61508213,61560083,769,45,330,4.9195,4.338e-7,0.82983,5.848e-11,4.338e-7,1.6715102727272e-4,0.0147092904,88,5.848048e-11,769,87,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.59078292186665,2.5858195023351,0,0,5.17660242420176
91,SORBI_3003G398300,3,70749992,70802358,960,38,330,4.984,3.1147e-7,0.080359,1.1944e-8,3.1147e-7,1.3540159948717e-4,0.01056132476,78,8.217188e-11,960,99,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.53466697988772,2.63820757179479,0,0,5.17287455168251
92,SORBI_3004G347833,4,67686067,67739968,539,33,330,5.0684,2.0061e-7,9.4436e-4,3.3008e-8,2.0061e-7,1.13371398e-4,0.00680228388,60,1.771714e-10,539,132,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.40972824327942,2.75215092410163,0,0,5.16187916738105
93,SORBI_3008G024200,8,2125718,2178457,688,44,329,5.7235,5.2191e-9,1.101e-6,1.2247e-6,5.2191e-9,1.10946976e-5,1.769692428e-4,15,1.703532e-8,688,554,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.78679240975684,3.35421091542959,0,0,5.14100332518643
94,SORBI_3004G014600,4,1153174,1210109,1017,42,329,4.8181,7.246e-7,0.0064839,2.9265e-8,7.246e-7,2.2962370841121e-4,0.0245697368,107,4.801701e-11,1017,78,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.63820757179479,2.50091839680006,0,0,5.13912596859485
95,SORBI_3004G210200,4,55972837,56027913,999,60,329,4.717,1.1969e-6,0.054295,6.1428e-9,1.1969e-6,2.97029129927e-4,0.0405844852,135,3.678351e-11,999,63,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.73096162503169,2.39996840599027,0,0,5.13093003102195
96,SORBI_3008G008400,8,626898,680788,1242,61,328,5.1036,1.6659e-7,0.0026424,6.1129e-9,1.6659e-7,9.91005915789474e-5,0.00564873372,57,5.297095e-10,1242,154,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.34278145364881,2.77442731881278,0,0,5.11720877246159
97,SORBI_3004G271200,4,61483677,61536361,704,38,330,4.8196,7.1911e-7,0.85325,6.1935e-11,7.1911e-7,2.2962370841121e-4,0.02438358188,106,5.848048e-11,704,84,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.60602288842339,2.5049963092205,0,0,5.11101919764389
98,SORBI_3004G209800,4,55924643,55983496,583,44,328,4.653,1.6354e-6,0.46373,6.9741e-9,1.6354e-6,3.6723935894039e-4,0.0554531432,151,3.678351e-11,583,59,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.75945016284313,2.3513252271921,0,0,5.11077539003523
99,SORBI_3008G030100,8,2657955,2709386,679,47,329,4.4952,3.4751e-6,0.43482,3.2178e-9,3.4751e-6,5.5320981596244e-4,0.1178336908,213,1.349687e-10,679,123,2,3.50662228217613,PWY1F-FLAVSYN; PWY-7897,flavonoid biosynthesis; flavonoid di-C-glucosylation,PWY1F-FLAVSYN,flavonoid biosynthesis,2.2362471939276e-4,95,TRUE,TRUE,TRUE,3,2.44039706304587,2.20192257104653,0.633999702718494,0.477121254719662,5.10245586186755
100,SORBI_3009G083400,9,12644757,12713202,920,55,329,5.2922,6.0442e-8,0.0015492,1.4646e-8,6.0442e-8,5.53910090810811e-5,0.002049467336,37,1.440734e-9,920,247,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.13760522122561,2.96210045041828,0,0,5.09970567164388
101,SORBI_3008G009200,8,661773,713693,701,66,327,5.0911,1.7798e-7,2.2442e-4,1.1404e-7,1.7798e-7,1.0405079034482e-4,0.00603494584,58,5.297095e-10,701,162,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.32078715994264,2.76687418092233,0,0,5.08766134086497
102,SORBI_3009G083500,9,12717105,12772472,1186,83,330,5.0404,2.3233e-7,0.0014475,1.4467e-7,2.3233e-7,1.1799477910447e-4,0.00787784564,66,4.155064e-10,1186,147,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.3629848397371,2.7107582389434,0,0,5.0737430786805
103,SORBI_3009G083450,9,12719415,12771614,1164,76,330,5.0397,2.3315e-7,0.0025697,8.5663e-8,2.3315e-7,1.1799477910447e-4,0.0079056502,67,4.155064e-10,1164,146,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.36594931870083,2.70422737178444,0,0,5.07017669048528
104,SORBI_3007G107000,7,38591421,38645470,787,68,329,5.0276,2.4832e-7,0.29918,3.7086e-10,2.4832e-7,1.20940148e-4,0.00842003456,69,3.524443e-10,787,143,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.37496613702021,2.69145308374802,0,0,5.06641922076823
105,SORBI_3002G023700,2,2148721,2201840,1120,41,329,4.9207,4.3126e-7,0.021905,7.9283e-9,4.3126e-7,1.6715102727272e-4,0.01462316408,87,1.223453e-10,1120,122,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.44394234381052,2.59078292186665,0,0,5.03472526567718
106,SORBI_3006G072501,6,43449420,43516285,741,65,328,4.6123,1.9909e-6,0.35474,6.9558e-9,1.9909e-6,4.0667130843373e-4,0.0675074372,166,4.387137e-11,741,65,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.71738881784242,2.31019408644522,0,0,5.02758290428763
107,SORBI_3003G189800,3,51001398,51055017,756,35,329,4.5273,2.9871e-6,0.65961,5.4097e-9,2.9871e-6,5.1337724179104e-4,0.1012865868,195,2.195067e-11,756,56,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.78211414747907,2.24026756312275,0,0,5.02238171060182
108,SORBI_3008G008900,8,650364,704853,908,47,327,5.0266,2.4967e-7,3.8859e-4,7.2824e-8,2.4967e-7,1.20940148e-4,0.00846581036,70,5.297095e-10,908,159,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.32890505016482,2.68520413447101,0,0,5.01410918463583
109,SORBI_3007G022600,7,2033647,2086596,926,68,329,4.5691,2.4489e-6,0.095376,2.0288e-8,2.4489e-6,4.4885027675675e-4,0.0830373012,185,1.029089e-9,926,219,1,4.57333799660715,PWY-7219,adenosine ribonucleotides <i>de novo</i> biosynthesis,PWY-7219,adenosine ribonucleotides <i>de novo</i> biosynthesis,2.67092690810091e-5,49,TRUE,TRUE,TRUE,3,2.18985805964515,2.26313044608226,0.921527227978828,0.301029995663981,5.00406111841602
110,SORBI_3001G274200,1,53078763,53133893,1124,44,328,4.7509,1.0124e-6,0.063455,1.0144e-8,1.0124e-6,2.6779434418604e-4,0.0343284592,128,6.300546e-11,1124,92,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.56651434713972,2.4230922048374,0,0,4.98960655197712
111,SORBI_3004G209900,4,55935660,55990540,675,47,328,4.4962,3.4594e-6,0.46412,6.2164e-9,3.4594e-6,5.5320981596244e-4,0.1173013352,211,3.678351e-11,675,60,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.75215092410163,2.20601971918758,0,0,4.95817064328921
112,SORBI_3002G023300,2,2119771,2170509,1055,22,329,4.7793,8.794e-7,0.065902,1.1761e-8,8.794e-7,2.5949498708661e-4,0.0298186952,114,1.223453e-10,1055,118,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.45842016717915,2.4733973231488,0,0,4.93181749032794
113,SORBI_3004G348300,4,67722782,67777223,559,43,330,4.8457,6.3095e-7,9.0862e-4,1.8488e-8,6.3095e-7,2.142883876e-4,0.0213942526,99,1.771714e-10,559,138,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.39042308808403,2.53466697988772,0,0,4.92509006797176
114,SORBI_3004G271300,4,61498238,61555509,801,48,330,4.6169,1.9478e-6,0.78835,4.6708e-10,1.9478e-6,4.0122411636363e-4,0.0660460024,164,5.848048e-11,801,85,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.60088324877098,2.31545832643757,0,0,4.91634157520855
115,SORBI_3003G189900,3,51006601,51059067,756,62,329,4.4049,5.2915e-6,0.47995,1.5392e-8,5.2915e-6,7.323436e-4,0.179424182,245,2.195067e-11,756,57,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.77442731881278,2.14113609012074,0,0,4.91556340893352
116,SORBI_3004G348000,4,67701322,67756341,438,37,330,4.834,6.6911e-7,2.7319e-4,5.6542e-8,6.6911e-7,2.18155595e-4,0.02268818188,104,1.771714e-10,438,135,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.39996840599027,2.51326883518649,0,0,4.91323724117676
117,SORBI_3002G313700,2,68675792,68733636,587,47,329,5.0026,2.8284e-7,0.0088046,1.4933e-8,2.8284e-7,1.2960187459459e-4,0.00959053872,74,7.636252e-10,587,190,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.25154857353244,2.6610704547543,0,0,4.91261902828674
118,SORBI_3009G073000,9,9027065,9078264,922,65,329,3.8825,5.1703e-5,0.21613,2.1971e-6,5.1703e-5,0.00321088887179487,1,546,1.002452e-8,922,473,1,6.64049543847786,THIOREDOX-PWY,thioredoxin pathway,THIOREDOX-PWY,thioredoxin pathway,2.28825574566907e-7,2,FALSE,TRUE,TRUE,2,1.85544103374746,1.79310953178053,2.31069331234336,0.301029995663981,4.89420622039887
119,SORBI_3004G222800,4,57282546,57339858,518,57,329,5.0456,2.2606e-7,0.10193,4.0829e-9,2.2606e-7,1.1792680738461e-4,0.00766524248,65,1.06281e-9,518,228,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.17236732748482,2.71738881784242,0,0,4.88975614532723
120,SORBI_3004G270900,4,61468534,61520588,600,36,330,4.5759,2.371e-6,0.71897,8.9102e-10,2.371e-6,4.393216830601e-4,0.080395868,183,5.848048e-11,600,81,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.62181715560662,2.26785108475484,0,0,4.88966824036146
121,SORBI_3004G348200,4,67718314,67769912,498,42,330,4.8047,7.7474e-7,7.1352e-4,2.941e-8,7.7474e-7,2.3881712654545e-4,0.02626988392,110,1.771714e-10,498,137,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.39358160732886,2.48890948932705,0,0,4.88249109665591
122,SORBI_3003G190000,3,51009412,51066278,884,53,329,4.3515,6.7609e-6,0.51442,1.9426e-8,6.7609e-6,8.8172537384615e-4,0.2292485972,260,2.195067e-11,884,58,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.76687418092233,2.11532882651445,0,0,4.88220300743679
123,SORBI_3008G009400,8,670725,721627,625,79,327,4.8688,5.6141e-7,6.0608e-4,3.3266e-7,5.6141e-7,2.0469129333333e-4,0.01903629028,93,5.297095e-10,625,164,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.31545832643757,2.56181922593134,0,0,4.87727755236891
124,SORBI_3006G072800,6,43500723,43552208,344,38,328,4.4696,3.9186e-6,0.22694,1.5092e-8,3.9186e-6,5.90541728e-4,0.1328718888,225,4.387137e-11,344,68,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.69779326177904,2.17811965637391,0,0,4.87591291815294
125,SORBI_3008G036000,8,3315618,3367434,1175,31,329,4.0057,3.0918e-5,0.088048,2.6152e-6,3.0918e-5,0.00226429275161987,1,463,1.280531e-8,1175,514,3,5.64216163304558,PWY-321; PWY-6733; PWY-1121,cutin biosynthesis; sporopollenin precursors biosynthesis; suberin monomers biosynthesis,PWY-321,cutin biosynthesis,5.03008899829411e-7,4,FALSE,TRUE,TRUE,2,1.81933905549,1.86472118346732,2.00966331667938,0.602059991327962,4.86950989469539
126,SORBI_3001G274300,1,53089478,53140493,1208,39,328,4.6005,2.1071e-6,0.11321,1.09e-8,2.1071e-6,4.2027968705882e-4,0.0714475468,170,6.300546e-11,1208,93,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.56181922593134,2.299853253107,0,0,4.86167247903833
127,SORBI_3004G146200,4,45246900,45304180,860,62,330,4.4838,3.6662e-6,0.19237,1.1956e-7,3.6662e-6,5.677211837104e-4,0.1243135096,218,5.548061e-10,860,165,1,3.29818407262185,PWY-7206,pyrimidine deoxyribonucleotides dephosphorylation,PWY-7206,pyrimidine deoxyribonucleotides dephosphorylation,5.0328724886099e-4,125,TRUE,TRUE,TRUE,3,2.31281823027137,2.19184568088067,0.514813294999285,0.301029995663981,4.85237955735087
128,SORBI_3001G205100,1,18702220,18758366,812,83,327,4.6568,1.6062e-6,0.07201,6.9132e-9,1.6062e-6,3.63086864e-4,0.0544630296,150,1.02055e-10,812,109,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.49287567654465,2.35421091542959,0,0,4.84708659197424
129,SORBI_3002G023600,2,2141990,2194738,1193,35,329,4.7136,1.2166e-6,0.021413,2.9883e-8,1.2166e-6,2.9893096231884e-4,0.0412524728,138,1.223453e-10,1193,121,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.44751680416882,2.39042308808403,0,0,4.83793989225286
130,SORBI_3003G165800,3,23636954,23695914,1583,59,329,4.765,9.4415e-7,0.58182,7.1695e-9,9.4415e-7,2.5949498708661e-4,0.0320142382,121,2.190257e-10,1583,142,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.37801383010222,2.44751680416882,0,0,4.82553063427104
131,SORBI_3002G313800,2,68728630,68784387,1150,47,330,4.8939,4.9419e-7,0.0080096,6.5868e-8,4.9419e-7,1.86188828e-4,0.01675699452,90,7.636252e-10,1150,191,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.24926880723754,2.57605966504595,0,0,4.82532847228349
132,SORBI_3004G351000,4,67941699,67992036,942,75,331,4.0921,2.1373e-5,0.021076,1.6739e-6,2.1373e-5,0.00175052097584541,0.724715684,414,1.776984e-9,942,288,1,5.44303831684424,PWY4LZ-81,Organic Nitrogen Assimilation,PWY4LZ-81,Organic Nitrogen Assimilation,3.60546831366634e-6,13,TRUE,TRUE,TRUE,3,2.07090968672604,1.91330183336437,1.4977799557005,0.301029995663981,4.82341049663986
133,SORBI_3007G091600,7,15234603,15289656,1311,43,330,4.4031,5.3357e-6,0.39918,6.1132e-8,5.3357e-6,7.3545900650406e-4,0.1809229156,246,4.688047e-11,1311,71,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.6790438257662,2.13936706738189,0,0,4.81841089314809
134,SORBI_3003G398200,3,70736202,70791266,1044,40,330,4.5826,2.2967e-6,0.10051,8.5787e-8,2.2967e-6,4.3264724222222e-4,0.0778765036,180,8.217188e-11,1044,98,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.53907609879278,2.27502966938197,0,0,4.81410576817474
135,SORBI_3002G173600,2,54877920,54930813,306,36,324,4.223,1.2055e-5,0.10335,1.3968e-7,1.2055e-5,0.00124477786268657,0.40876094,326,4.564658e-10,306,151,1,3.84496971573539,PWY-6360,flavonol glucosylation I,PWY-6360,flavonol glucosylation I,1.4289936017562e-4,82,TRUE,TRUE,TRUE,3,2.3513252271921,2.01708457441733,0.697909455623625,0.301029995663981,4.80767352812044
136,SORBI_3003G169300,3,28830955,28881665,614,89,327,4.8275,6.9126e-7,0.030636,1.5123e-8,6.9126e-7,2.23230896e-4,0.02343924408,105,6.043731e-10,614,175,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.28726412579898,2.50911287541533,0,0,4.79637700121431
137,SORBI_3004G210101,4,55969846,56021330,877,63,328,4.2717,9.7015e-6,0.22886,2.2354e-8,9.7015e-6,0.00110668657315436,0.328958462,297,3.678351e-11,877,62,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.73791048498702,2.05754572516806,0,0,4.79545621015508
138,SORBI_3006G072601,6,43472871,43529622,665,49,329,4.313,8.0521e-6,0.41621,2.9131e-8,8.0521e-6,9.7510931e-4,0.2730306068,279,4.387137e-11,665,66,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.7107582389434,2.08469797121167,0,0,4.79545621015508
139,SORBI_3003G398100,3,70719265,70774082,964,36,330,4.5501,2.6806e-6,0.1897,3.2296e-8,2.6806e-6,4.7838834105263e-4,0.0908937848,190,8.217188e-11,964,97,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.54353044021903,2.25154857353244,0,0,4.79507901375147
140,SORBI_3004G271350,4,61506129,61557194,716,49,330,4.493,3.5116e-6,0.77741,9.4477e-10,3.5116e-6,5.5382015255814e-4,0.1190713328,215,5.848048e-11,716,86,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.5958037232417,2.19786371456967,0,0,4.79366743781137
141,SORBI_3006G072701,6,43477626,43528352,665,49,329,4.313,8.0521e-6,0.41621,2.9131e-8,8.0521e-6,9.7510931e-4,0.2730306068,280,4.387137e-11,665,67,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.70422737178444,2.08314414314305,0,0,4.7873715149275
142,SORBI_3008G029900,8,2637628,2696813,810,46,330,4.593,2.1846e-6,0.045048,1.9434e-8,2.1846e-6,4.23288096e-4,0.0740754168,175,1.002743e-10,810,108,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.49687841899832,2.28726412579898,0,0,4.7841425447973
143,SORBI_3008G009100,8,658108,710619,770,53,327,4.7674,9.3329e-7,4.0699e-4,3.9853e-7,9.3329e-7,2.5949498708661e-4,0.03164599732,119,5.297095e-10,770,161,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.32347629845342,2.45475521309274,0,0,4.77823151154616
144,SORBI_3001G247600,1,26276630,26330587,1148,71,329,4.1037,2.0329e-5,0.65689,1.9719e-7,2.0329e-5,0.001697822,0.689315732,406,4.55834e-10,1148,150,2,3.59877160800343,PWY-882; PWY-5115,L-ascorbate biosynthesis I (L-galactose pathway); GDP-L-galactose biosynthesis,PWY-882,L-ascorbate biosynthesis I (L-galactose pathway),1.4469720922558e-4,83,TRUE,TRUE,TRUE,3,2.35421091542959,1.92177614090808,0.692645215631268,0.477121254719662,4.7654460405692
145,SORBI_3007G126300,7,53873592,53926103,1367,48,330,4.6815,1.424e-6,0.016566,7.2358e-8,1.424e-6,3.3765728671328e-4,0.048284992,143,1.952695e-10,1367,139,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.38728737423118,2.37496613702021,0,0,4.76225351125139
146,SORBI_3003G396600,3,70634296,70687320,536,35,330,5.0594,2.1031e-7,0.0056104,4.7997e-9,2.1031e-7,1.1690477836065e-4,0.00713119148,61,2.276513e-9,536,328,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.01442833077359,2.7449723394745,0,0,4.7594006702481
147,SORBI_3008G028600,8,2516872,2569263,585,66,330,4.8453,6.3197e-7,0.076187,3.246e-9,6.3197e-7,2.142883876e-4,0.02142883876,100,8.115015e-10,585,201,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.22710611706478,2.53030217448527,0,0,4.75740829155005
148,SORBI_3002G023400,2,2121932,2174970,1141,27,329,4.6034,2.0782e-6,0.031523,8.1481e-8,2.0782e-6,4.1696808047337e-4,0.0704676056,169,1.223453e-10,1141,119,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.45475521309274,2.3024154698716,0,0,4.75717068296434
149,SORBI_3004G266300,4,61050033,61110127,581,46,330,4.2735,9.6198e-6,0.054945,6.5727e-8,9.6198e-6,0.00110574562711864,0.3261881784,294,6.591772e-9,581,414,1,5.39021771982617,PWY-3781,aerobic respiration I (cytochrome c),PWY-3781,aerobic respiration I (cytochrome c),4.07176101747267e-6,17,FALSE,TRUE,TRUE,2,1.91330183336437,2.06195484407311,1.38127438662907,0.301029995663981,4.75620286945122
150,SORBI_3006G042100,6,28041329,28092437,1177,70,330,4.6793,1.4394e-6,0.18295,2.2991e-8,1.4394e-6,3.3893871666666e-4,0.0488071752,144,1.973288e-10,1177,141,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.38108306182989,2.37193968239002,0,0,4.75302274421991
151,SORBI_3001G222700,1,21275007,21331449,1059,58,329,3.9715,3.5705e-5,0.22513,2.0186e-7,3.5705e-5,0.00248528963934426,1,486,4.66531e-10,1059,152,1,4.54848363154557,PWY-282,cuticular wax biosynthesis,PWY-282,cuticular wax biosynthesis,2.82824070474973e-5,50,TRUE,TRUE,TRUE,3,2.3484585865405,1.84366590522298,0.912753303671323,0.301029995663981,4.73881014229833
152,SORBI_3004G348400,4,67731085,67782761,588,42,330,4.6939,1.3405e-6,0.0013011,7.3913e-8,1.3405e-6,3.246691e-4,0.045453674,140,2.547792e-9,588,333,1,3.28182118306872,PWY-5925,hydroxylated mugineic acid phytosiderophore biosynthesis,PWY-5925,hydroxylated mugineic acid phytosiderophore biosynthesis,5.2261132532023e-4,126,TRUE,TRUE,TRUE,3,2.00785794097895,2.38417413880703,0.511352762889779,0.301029995663981,4.73801745993007
153,SORBI_3004G240600,4,58838134,58893190,700,73,330,4.4721,3.8719e-6,0.12799,1.3345e-8,3.8719e-6,5.881372875e-4,0.1312883852,223,7.625732e-11,700,96,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.5480309414457,2.18199731143711,0,0,4.73002825288281
